knot_id,knot_energy,knot_stability,knot_complexity,crossing_number,personality_complexity,personality_variability,personality_exploration,temperature,entropy,free_energy
user_25,0.07840653511452146,0.9272940838528996,0.10401089185753577,2,0.10401089185753577,0.010818265625000002,0.66825,0.010818265625000002,0.0011252174560079718,0.07839436221319648
user_26,0.11992638046309265,0.8929158357592195,0.15987730077182108,3,0.15987730077182108,0.02556075130208334,0.5900000000000001,0.02556075130208334,0.0040865839238768955,0.11982192430773934
user_27,0.10476674753954883,0.9051684459431122,0.1479445792325814,2,0.1479445792325814,0.02188759852430555,0.484625,0.02188759852430555,0.003238151554090054,0.10469587217837205
user_28,0.1724310929780154,0.8529285908478983,0.23405182163002566,4,0.23405182163002566,0.054780255208333344,0.6223750000000001,0.054780255208333344,0.01282141852086812,0.1717287323993094
user_29,0.08266585871906248,0.9236460094743661,0.11110976453177081,2,0.11110976453177081,0.012345379774305554,0.469125,0.012345379774305554,0.0013716922397783759,0.08264892465742896
user_30,0.12016310038159128,0.8927271391633442,0.16027183396931882,3,0.16027183396931882,0.025687060763888898,0.29162499999999997,0.025687060763888898,0.0041169123379098055,0.1200573490042078
user_31,0.15502473011045378,0.8657823282315099,0.20504121685075632,4,0.20504121685075632,0.042041900607638884,0.046625000000000014,0.042041900607638884,0.008620322459308829,0.15466231537041372
user_32,0.15297884306253717,0.8673186034739411,0.2016314051042286,4,0.2016314051042286,0.04065522352430555,0.548,0.04065522352430555,0.008197369844032217,0.15264557715921664
user_33,0.1015385905235175,0.9078211227486271,0.14256431753919585,2,0.14256431753919585,0.020324584635416667,0.549375,0.020324584635416667,0.0028975605378158027,0.10147969880913042
user_34,0.22976850318468267,0.8131611741643566,0.30294750530780445,6,0.30294750530780445,0.09177719097222221,0.6937500000000001,0.09177719097222221,0.027803671049192673,0.22721676035707206
user_35,0.1200597437795875,0.8928095180222693,0.16009957296597915,3,0.16009957296597915,0.025631873263888886,0.5423749999999999,0.025631873263888886,0.0041036519638667085,0.11995455949253056
user_36,0.06635538080374423,0.9377736709559901,0.09725896800624038,1,0.09725896800624038,0.009459306857638891,0.24025000000000002,0.009459306857638891,0.0009200024230283112,0.06634667821851503
user_37,0.21145099336253498,0.8254564200111586,0.28575165560422494,5,0.28575165560422494,0.08165400868055557,0.343,0.08165400868055557,0.023332768167190508,0.2095457793080698
user_38,0.12563831939160544,0.8883848237686937,0.16939719898600908,3,0.16939719898600908,0.028695411024305558,0.42612500000000003,0.028695411024305558,0.004860922251269607,0.12549883322964805
user_39,0.13042075323333321,0.884626363360464,0.17736792205555535,3,0.17736792205555535,0.03145937977430555,0.60925,0.03145937977430555,0.005579884819725141,0.1302452135176926
user_40,0.13467654095945536,0.8813084292325494,0.18446090159909226,3,0.18446090159909226,0.03402582421874999,0.581375,0.03402582421874999,0.0062764342130428525,0.1344629801122018
user_41,0.0851373632705211,0.9215423169893224,0.11522893878420183,2,0.11522893878420183,0.013277708333333332,0.203625,0.013277708333333332,0.0015299762407361532,0.08511704869223967
user_42,0.11773971610262107,0.8946626710973817,0.15623286017103513,3,0.15623286017103513,0.02440870659722222,0.47587499999999994,0.02440870659722222,0.0038134420447596415,0.11764663491462503
user_43,0.14298823996513269,0.8748996402889546,0.19831373327522114,3,0.19831373327522114,0.03932833680555556,0.922625,0.03932833680555556,0.007799349295415008,0.14268150452917844
user_44,0.09887387631214072,0.9100225435843785,0.1381231271869012,2,0.1381231271869012,0.01907799826388889,0.609125,0.01907799826388889,0.0026351127806746055,0.09882360363508585
user_45,0.10032930614560989,0.908818836701662,0.1405488435760165,2,0.1405488435760165,0.01975397743055555,0.4525,0.01975397743055555,0.002776398683891312,0.10027446122867008
user_46,0.14393444042475873,0.874175970808857,0.19989073404126453,3,0.19989073404126453,0.03995630555555555,0.32237499999999997,0.03995630555555555,0.007986895247077056,0.1436153135978263
user_47,0.14245057249756118,0.8753113912086861,0.19741762082926864,3,0.19741762082926864,0.03897371701388888,0.46275,0.03897371701388888,0.007694098487755131,0.14215070488042242
user_48,0.23599037998990796,0.8090677857930942,0.31331729998318,6,0.31331729998318,0.09816773046874999,0.8402499999999999,0.09816773046874999,0.030757648255945298,0.2329709714660657
user_49,0.09402720278851473,0.9140540540958642,0.13004533798085788,2,0.13004533798085788,0.016911789930555556,0.315125,0.016911789930555556,0.0021992994373803663,0.09399000869843536
user_50,0.1947392862809894,0.8370026929580778,0.2578988104683157,5,0.2578988104683157,0.06651179644097223,0.32937500000000003,0.06651179644097223,0.01715331318423749,0.19359838860619116
user_51,0.15686541942727777,0.8644047814092877,0.20810903237879633,4,0.20810903237879633,0.0433093693576389,0.421875,0.0433093693576389,0.009013070949954122,0.15647506900845962
user_52,0.10274435500365428,0.9068284915379923,0.14457392500609048,2,0.14457392500609048,0.020901619791666676,0.41400000000000003,0.020901619791666676,0.0030218292122662347,0.10268119387838415
user_53,0.1268125509118415,0.8874590535850688,0.17135425151973582,3,0.17135425151973582,0.029362279513888884,0.3295,0.029362279513888884,0.005031351429015702,0.12666481896485013
user_54,0.11473461560369339,0.8970745018610927,0.151224359339489,3,0.151224359339489,0.022868806857638896,0.431875,0.022868806857638896,0.0034583206659049544,0.11465552793633302
user_55,0.19041851406991092,0.8400406984440365,0.2506975234498515,5,0.2506975234498515,0.06284924826388887,0.649375,0.06284924826388887,0.015756150890441818,0.18942825183091425
user_56,0.16431625644171619,0.8588731751080368,0.22052709406952697,4,0.22052709406952697,0.048632199218750005,0.871375,0.048632199218750005,0.010724717571921259,0.16379468984019369
user_57,0.1700830111518068,0.854640218231713,0.230138351919678,4,0.230138351919678,0.05296366102430555,0.532375,0.05296366102430555,0.012188969659766164,0.1694374386945114
user_58,0.11688970189827286,0.8953435583660532,0.15481616983045476,3,0.15481616983045476,0.023968046440972213,0.748375,0.023968046440972213,0.003710641148309781,0.11680076507890438
user_59,0.12282974628116777,0.8906069716375238,0.1647162438019463,3,0.1647162438019463,0.027131440972222216,0.43325,0.027131440972222216,0.004468989045878669,0.12270849616866401
user_60,0.19600667453670054,0.8361157352130764,0.26001112422783423,5,0.26001112422783423,0.06760578472222224,0.217125,0.06760578472222224,0.017578256089929946,0.19481828273969265
user_61,0.12314929084466514,0.8903535871424085,0.16524881807444192,3,0.16524881807444192,0.027307171875000005,0.40049999999999997,0.027307171875000005,0.004512477877299393,0.12302606783568759
user_62,0.18120844218324245,0.8465906306525268,0.24868073697207074,4,0.24868073697207074,0.06184210894097223,0.520875,0.06184210894097223,0.015378941227348059,0.18025737602446398
user_63,0.16954412644220762,0.855034006320081,0.2292402107370127,4,0.2292402107370127,0.052551074218749994,0.73325,0.052551074218749994,0.012046819328362643,0.16891105314558297
user_64,0.09450686574274889,0.9136534738147897,0.13084477623791482,2,0.13084477623791482,0.017120355468749997,0.890875,0.017120355468749997,0.0022401090804221547,0.09446851427900328
user_65,0.16204395891389956,0.8605526428919665,0.21673993152316592,4,0.21673993152316592,0.04697619791666666,0.442,0.04697619791666666,0.01018161791967702,0.16156566521539292
user_66,0.14330096133309236,0.8746603333858802,0.19883493555515394,3,0.19883493555515394,0.039535331597222216,0.479375,0.039535331597222216,0.00786100511028532,0.14299017388936977
user_67,0.10503106462774664,0.9049519348461679,0.14838510771291108,2,0.14838510771291108,0.02201814019097222,0.575375,0.02201814019097222,0.003267164103875389,0.1049591277504806
user_68,0.10027858843591295,0.9088607290100386,0.1404643140598549,2,0.1404643140598549,0.019730223524305552,0.39175000000000004,0.019730223524305552,0.0027713923135891925,0.10022390824609229
user_69,0.12732708381639346,0.8870540008802528,0.17221180636065578,3,0.17221180636065578,0.029656906250000004,0.2645,0.029656906250000004,0.005107269396381123,0.12717561800671148
user_70,0.04372354571917519,0.958108115986741,0.059539242865291976,1,0.059539242865291976,0.0035449214409722213,0.669125,0.0035449214409722213,0.0002110619386124259,0.043722797521183625
user_71,0.09170744988936032,0.9159963139404659,0.12617908314893386,2,0.12617908314893386,0.015921161024305564,0.41037500000000005,0.015921161024305564,0.0020089175007134167,0.09167546559034691
user_72,0.08455764340137428,0.9220349015879085,0.11426273900229048,2,0.11426273900229048,0.013055973524305554,0.34237500000000004,0.013055973524305554,0.00149181129522854,0.08453816635260052
user_73,0.06682296931259082,0.9373626447547823,0.09803828218765137,1,0.09803828218765137,0.009611504774305559,0.75375,0.009611504774305559,0.0009422954173113268,0.06681391243568853
user_74,0.1226400550929996,0.8907574564646724,0.164400091821666,3,0.164400091821666,0.02702739019097222,0.585875,0.02702739019097222,0.004443305429095828,0.12251996414342976
user_75,0.13553294356377402,0.8806437590983355,0.1858882392729567,3,0.1858882392729567,0.0345544375,0.7917500000000001,0.0345544375,0.006423263545942428,0.13531099130502972
user_76,0.13411566362239297,0.88174428065474,0.1835261060373216,3,0.1835261060373216,0.03368183159722221,0.632625,0.03368183159722221,0.006181495397243013,0.13390745953540403
user_77,0.20677640860970117,0.8286539187089981,0.2779606810161686,5,0.2779606810161686,0.07726214019097224,0.6907500000000001,0.07726214019097224,0.021475837104249336,0.20511713947263419
user_78,0.12732423708283552,0.8870562408803424,0.17220706180472586,3,0.17220706180472586,0.02965527213541667,0.7130000000000001,0.02965527213541667,0.005106847281459663,0.12717279213694982
user_79,0.15394535405254273,0.8665921626947917,0.20324225675423788,4,0.20324225675423788,0.04130741493055556,0.878375,0.04130741493055556,0.008395412231169812,0.15359856127599675
user_80,0.13837441529905187,0.8784456032748235,0.1906240254984198,3,0.1906240254984198,0.03633751909722221,0.29512499999999997,0.03633751909722221,0.006926804166938203,0.13812271242035304
user_81,0.2067728634063408,0.8286563530914294,0.2779547723439013,5,0.2779547723439013,0.07725885546875,0.681125,0.07725885546875,0.02147446758336678,0.20511377061904912
user_82,0.19161089794272704,0.8392001128274873,0.25268482990454505,5,0.25268482990454505,0.06384962326388888,0.788375,0.06384962326388888,0.016133831193905043,0.19058075889919301
user_83,0.13519905223854203,0.8809027791452628,0.18533175373090338,3,0.18533175373090338,0.03434785894097222,0.361625,0.03434785894097222,0.006365748934432071,0.13498040239208853
user_84,0.05788215487526576,0.9452848744933309,0.0831369247921096,1,0.0831369247921096,0.006911748263888889,0.315875,0.006911748263888889,0.0005746214955969246,0.057878183236141176
user_85,0.12710712269285762,0.8872271143232806,0.17184520448809604,3,0.17184520448809604,0.029530774305555545,0.33975,0.029530774305555545,0.005074721949230005,0.12695726222431147
user_86,0.09481593569037926,0.9133955465942416,0.13135989281729876,2,0.13135989281729876,0.01725542144097222,0.29225,0.01725542144097222,0.0022666703110034297,0.09477682333889516
user_87,0.06029547064517155,0.9431333318735364,0.08715911774195259,1,0.08715911774195259,0.0075967118055555545,0.39425,0.0075967118055555545,0.0006621226987120979,0.06029044068984952
user_88,0.17772606739615945,0.8490938832753402,0.24287677899359908,4,0.24287677899359908,0.058989129774305565,0.728375,0.058989129774305565,0.014327089835218748,0.1768809248345816
user_89,0.1959952222826071,0.836123741440587,0.2599920371376785,5,0.2599920371376785,0.06759585937499998,0.783625,0.06759585937499998,0.01757438518097829,0.1948072666133116
user_90,0.1437332477843978,0.8743297459763165,0.19955541297399634,3,0.19955541297399634,0.03982236284722223,0.40312499999999996,0.03982236284722223,0.007946768063577761,0.14341678870310728
user_91,0.13812577491522235,0.8786375126900969,0.19020962485870394,3,0.19020962485870394,0.03617970138888888,0.229375,0.03617970138888888,0.006881727428680484,0.13787679607181297
user_92,0.1389943008098662,0.877967518616172,0.19165716801644367,3,0.19165716801644367,0.03673247005208332,0.2985,0.03673247005208332,0.007040041184431118,0.13873570270789365
user_93,0.062291866045937304,0.9413608745044805,0.0904864434098955,1,0.0904864434098955,0.008187796440972223,0.643625,0.008187796440972223,0.0007408845793077769,0.06228579983381568
user_94,0.1426342666296294,0.8751706728957548,0.19772377771604902,3,0.19772377771604902,0.03909469227430556,0.859375,0.03909469227430556,0.007729950245122131,0.14233206660350067
user_95,0.06012409471635934,0.9432857954875125,0.08687349119393224,1,0.08687349119393224,0.007547003472222223,0.45675,0.007547003472222223,0.0006556345396846734,0.06011914664021183
user_96,0.09603973524912485,0.9123756811359622,0.13339955874854142,2,0.13339955874854142,0.017795442274305556,0.5405,0.017795442274305556,0.0023739041471275016,0.0959974905749099
user_97,0.10244205700207508,0.9070771508113082,0.14407009500345846,2,0.14407009500345846,0.02075619227430555,0.47724999999999995,0.02075619227430555,0.002990346592869251,0.10237998879322667
user_98,0.13607167558642994,0.8802261525302169,0.18678612597738323,3,0.18678612597738323,0.03488905685763888,0.31537499999999996,0.03488905685763888,0.0065167917694430215,0.13584431086785645
user_99,0.15916935742839153,0.862686710610167,0.21194892904731924,4,0.21194892904731924,0.044922348524305565,0.65625,0.044922348524305565,0.009521243660016986,0.1587416408023114
user_100,0.11902278920737908,0.8936368496197608,0.15837131534563179,3,0.15837131534563179,0.02508147352430555,0.6565000000000001,0.02508147352430555,0.003972185952850909,0.11892316093056902
